production_candidate_id,batch_number,sample_index,class_id,target_label,generation_seed,demonstration_seed,prompt_version,prompting_strategy,demonstration_source,demonstration_pool_size,demo_1,demo_2,demo_3,demo_4,generated_text,source_batch_file,word_count,is_empty,has_urdu_script,has_latin_content,is_non_linguistic,is_too_short,is_too_long,is_exact_duplicate,stage0_rejection_reason,stage0_pass,xlmr_predicted_class_id,xlmr_predicted_class,stage1_pass,stage1_rejection_reason,stage2_max_similarity,stage2_mean_top10_similarity,stage2_nearest_real_text,stage2_nearest_real_similarity,stage2_pass,stage2_rejection_reason,stage3_pass,stage3_rejection_reason,stage3_duplicate_of,stage3_duplicate_similarity,stage3_duplicate_source
class2_batch009_sample011634,9,11634,2,Religious Hate,212634,216634,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,118,dekh le madarch*d islam ka nanga naach..babri par fate hue bawaseer ki tarah bhaunk raha tha na..us par bhi ab apne manhoos muh se kuch hag de..blood cousins ke incest ki paidaish,lul bukhari ye tum nahe tumaray yahoodi or hindu thuku bol rahay hain jin ko army sey bahot hi zeda takleef hai...🖕,hey are fighting amongst each other. #bajwa is compromise candidate. thats only reason why he a ahmadiya is a coas.,sirf momin aya to yahoodi kum nasal marny laggaye agr sawa crore momin agaye to sochen kya hoga?hamen jagna hoga,imran chore zakat khore yahodi agent niazi,religious_hate_batch_009.csv,7,False,False,True,False,False,False,False,,True,2,Religious Hate,True,,0.9432764053344728,0.9135499000549316,pagal yahodi daboo imran chore zakat khore,0.9432764053344728,True,,False,Synthetic near-duplicate,class2_batch004_sample010629,0.9809601306915283,Round 1 accepted synthetic bank
class2_batch009_sample011687,9,11687,2,Religious Hate,212687,216687,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,118,meri tarbiyat yehi hai k jo amreca ko apna baap manta hai na wo muslman hai or na us s koi hanra taloq hai tum nasl e yazeedi ho masl e yahodi or yahoodio ki olad ho,ye pagliya gyi h saali... kuttiya ye ab bhul gyi h jisne #halala or #teentlaaq se aazadi dilwayi usko bhul gyi h ye mullli....,please don't share his obnoxious face to me. below is the image of the book rohani khzain from ahmedi's official website see what your evil messiah has declared god but you had said you have read the books of mirza and accepted him mehdi may god give you hidyath,ye bat tum yahoodi ko bolo atankwadi tum ho jo musalman se nafrat ki aag me insaniyat ke sabse bade dushman yahoodi ko support karte ho ye log to face to face mara hai unlog chote bache ka upar bom feka kisi aurat ya admi bacha ko goli mar diya wi bhi waha ke civilian hi hai,rt :  halala ki paidaish,religious_hate_batch_009.csv,5,False,False,True,False,False,False,False,,True,2,Religious Hate,True,,0.9296841621398926,0.9174842834472656,rt :   halala center khol raha hai,0.9296841621398926,True,,False,Synthetic near-duplicate,class2_batch008_sample011525,0.9999999403953552,Earlier accepted Round 2 synthetic
class2_batch009_sample011726,9,11726,2,Religious Hate,212726,216726,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,118,hindu sirf gooli ki zuban smjta ha,"bilkul,itny lecture milny hain jese christmas or new year pe milty hain ,kya apko pata bhi hai k kaafir janwaro k haqq main dua bhi nahi krni chahye",qadiani ahmedi mirziee kaafir jo hen,shia kaafir hai aur hum naam k musalmaan.,ye sab halala ki paidaish,religious_hate_batch_009.csv,5,False,False,True,False,False,False,False,,True,2,Religious Hate,True,,0.976143479347229,0.953233540058136,halala ki paidaish ðÿ¤£ðÿ¤£ðÿ¤£,0.976143479347229,True,,False,Synthetic near-duplicate,class2_batch004_sample010770,0.9891661405563354,Round 1 accepted synthetic bank
class2_batch009_sample011794,9,11794,2,Religious Hate,212794,216794,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,118,ye insan ik chaaal haaa dostoo .........zra smj k chliye gaa...sb jaanty hn qadyaani kaafir hn ......ye sb k sentiments gain kr rhaa haa......bad me ye apna chehra dikhiye gaaa fasad kii shkal me.....in chaaalo sy hosyar rhy baseerat paida kry sb apny andr.. shukria...,is cult  mein kisi boht hi pyare ko kho dene k baad uski qaber pe phool rakhna b jurm hai west mein qaberisat se phool chura k un ko sale kr k ahmdi chanda dia karte hain takey ragister se naam na kut jaye,"not surprised comment came from ahmedi. tbh, i won't be surprised when some christians will argue that they r included in muslim category too. just bcoz they believe there is only one god.",or wahan tumhara jahanumi ahmedi jo naaowz billah nabi hona ka dawa dar tha wo wo case hara tha or court sa bhag gya tha.nabi pak p.b.u.h allah ka akhri nabi han or on ka bad koi nabi nahi ae ga.ya ak haqeqat ha jo quran ma bhi ha.or 1947 ma pak islam ka name par bana tha.,ye yahoodi agent,religious_hate_batch_009.csv,3,False,False,True,False,False,False,False,,True,2,Religious Hate,True,,0.9459172487258912,0.908447265625,niazi yahoodi agent he,0.9459172487258912,True,,False,Synthetic near-duplicate,class2_batch001_sample010143,0.9824190139770508,Round 1 accepted synthetic bank
class2_batch010_sample011832,10,11832,2,Religious Hate,212832,216832,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,118,oeyy randdii k bachay ganddu hindu.. kyun jhoott baq raha hai gashti maa k ganndduu bachay. peshaab p k palnay wali qoum.,please sell up you yahoodi bastards,"bilkul,itny lecture milny hain jese christmas or new year pe milty hain ,kya apko pata bhi hai k kaafir janwaro k haqq main dua bhi nahi krni chahye",pehle america jaiga ue begairaat musliman kehlwane kai laiq nh pehle he logh kehty h eske bary me ye yahoodi hai,imran chore zakat khore yahodi agent india ka agent,religious_hate_batch_010.csv,9,False,False,True,False,False,False,False,,True,2,Religious Hate,True,,0.9346293210983276,0.9164758920669556,pagal yahodi daboo imran chore zakat khore,0.9346293210983276,True,,False,Synthetic near-duplicate,class2_batch004_sample010629,0.9835089445114136,Round 1 accepted synthetic bank
class2_batch010_sample011845,10,11845,2,Religious Hate,212845,216845,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,118,ahmedi mirziee qadiyani hargiz kuleedi uhdu pe nhee janay chahien warna hmari agencies pe swalia nishan hey,ho gaye hy aur han aj jo ye sekhon k liye kar raha hy ye whoi sekh hy jub pakistan azad howa tha aur muslmano ne jub india sa hijrat ki tub sub zada qatal muslim ko in sekhon ne kiya tha par afsos ap jesy log is yahodi e agent ko ek islami leader mante ho phir kasm khao k allah,kadiyani kafir thay hain aur hamesha harain gay. ye dajjali fitnay ki ek kari hain. aur inkay supporters hum main bhe jo chupay howay hain wo bhe khanzeer kafir he hain. lannat beshomar kadiyanio pr.,hey are fighting amongst each other. #bajwa is compromise candidate. thats only reason why he a ahmadiya is a coas.,imran chore zakat khore kufr yahoodi agent,religious_hate_batch_010.csv,7,False,False,True,False,False,False,False,,True,2,Religious Hate,True,,0.938836932182312,0.9146218299865724,pagal yahodi daboo imran chore zakat khore,0.938836932182312,True,,False,Synthetic near-duplicate,class2_batch004_sample010629,0.9825120568275452,Round 1 accepted synthetic bank
class2_batch010_sample011847,10,11847,2,Religious Hate,212847,216847,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Religious Hate examples,118,bus ya aur tafseel bataao  ahmdi aurtain beach pe bikini b pehnti hain  jalse aur ijlaas pe burqa b boht hai 🤫,qadiani ahmedi mirziee kaafir jo hen,hey are fighting amongst each other. #bajwa is compromise candidate. thats only reason why he a ahmadiya is a coas.,meri tarbiyat yehi hai k jo amreca ko apna baap manta hai na wo muslman hai or na us s koi hanra taloq hai tum nasl e yazeedi ho masl e yahodi or yahoodio ki olad ho,gandu yahodi agent  imran chore zakat khore yahodi agent,religious_hate_batch_010.csv,9,False,False,True,False,False,False,False,,True,2,Religious Hate,True,,0.9434799551963806,0.916608989238739,pagal yahodi daboo imran chore zakat khore,0.9434799551963806,True,,False,Synthetic near-duplicate,class2_batch002_sample010219,0.9948482513427734,Round 1 accepted synthetic bank
class3_batch005_sample020807,5,20807,3,Sexism,321807,325807,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Sexism examples,40,phir larky beard ky bagiar khusray q lgty hain  wo bhi beard ky bagiar khubsurat lgny chahiye ?,mard muhbt kr bhi ly tu aksar aurat he dhoka dy jati h usy 💔,teri bhosdi or boobs me parda mat kar...logo ko dekne de.dhake hoge to kaise pata chalega ki tu hijra nehi hai.   hijra kahi ki.,"ab iska sara credit har anchor le rha h jb k  rape,  ki asal jad h hi media jo mera jism.meri marzi,  hareem.shah , qandeel bloch , valentine day pe program krty hn phr rape hi hn gy",ye tu hijra ha,sexism_batch_005.csv,4,False,False,True,False,False,False,False,,True,3,Sexism,True,,0.9401288032531738,0.9161534309387208,hijra lag rhi hai,0.9401288032531738,True,,False,Synthetic near-duplicate,class3_batch001_sample020055,0.9835871458053589,Round 1 accepted synthetic bank
class3_batch005_sample020850,5,20850,3,Sexism,321850,325850,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Sexism examples,40,"aurat ko islam nai galat lagta, ap log lagtay ho jo ye boltay hain k agar aurat ka rape hua to wo uski galtie usne sar par dupatta nai kiya us banday ki nahi wo bechara kesay control karay","apko kehna chahye tha na mard hoon, na aurat hoo. main hijra hoon main hijra hoon, main parchi hoon, main defected hoon, main accidental chairman hoon.  #joker420",jahiliyat ki v had hai ye apne ghar me slave ki tarh rahti hai aur bahar kutto jaise bhaunk rhi hai... shame on these ladies,roads pe lab coat b ap ki gender hi pehnti ha 😂,randi ki nasl,sexism_batch_005.csv,3,False,False,True,False,False,False,False,,True,3,Sexism,True,,0.9278360605239868,0.912469208240509,bc nasal ki randi,0.9278360605239868,True,,False,Synthetic near-duplicate,class3_batch003_sample020410,0.9999999403953552,Round 1 accepted synthetic bank
class3_batch005_sample020872,5,20872,3,Sexism,321872,325872,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Sexism examples,40,aisi or kis kis ki lund par uchel uchel kar moja lati ghar me.,teri bhosdi or boobs me parda mat kar...logo ko dekne de.dhake hoge to kaise pata chalega ki tu hijra nehi hai.   hijra kahi ki.,transgander   madarchood   hijra tu aik bara khoota ha  haram zada,acha tareka dhondha hai larkun ko ganda sabit karny ka but aesi neech harkat larkyan he kar sakti hain larky nahi.,randi ki nasal,sexism_batch_005.csv,3,False,False,True,False,False,False,False,,True,3,Sexism,True,,0.9654770493507384,0.9201123118400574,chup randi ki nasal,0.9654770493507384,True,,False,Synthetic near-duplicate,class3_batch003_sample020514,0.9800549149513245,Round 1 accepted synthetic bank
class3_batch006_sample021004,6,21004,3,Sexism,322004,326004,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Sexism examples,40,"apko kehna chahye tha na mard hoon, na aurat hoo. main hijra hoon main hijra hoon, main parchi hoon, main defected hoon, main accidental chairman hoon.  #joker420",transgander   madarchood   hijra tu aik bara khoota ha  haram zada,phir larky beard ky bagiar khusray q lgty hain  wo bhi beard ky bagiar khubsurat lgny chahiye ?,teri bhosdi or boobs me parda mat kar...logo ko dekne de.dhake hoge to kaise pata chalega ki tu hijra nehi hai.   hijra kahi ki.,randi ka bacha,sexism_batch_006.csv,3,False,False,True,False,False,False,False,,True,3,Sexism,True,,0.9363008737564088,0.9223049283027648,bhag bhsdki randi,0.9363008737564088,True,,False,Synthetic near-duplicate,class3_batch001_sample020050,0.9810514450073242,Round 1 accepted synthetic bank
class3_batch006_sample021046,6,21046,3,Sexism,322046,326046,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Sexism examples,40,we are supporting #islam and thank you #khalilurrahmanqamar for your beautiful comments against #gashti .  agar ye #aurat hoti to na me aesi zuban use krta aur na koi gairatmand #admi use krta.,muslim countries ki leaderships na mard napunsak or hijra hain.. in mein koi dum nahi.. ye kuch nahi kr sakty.. jinnah ki rooh tarapti hogi.. jinnah ne kashmir par attack ka order diya tha..,tu kyun ro rahe hai hijra? tera buddhe hijra to kamjor mard hai. uska kara nehi hota. 🤣🤣🤣🤣,you are just girlfriend material no one wants wife like you. itna jism jo sirf admi apni bivi ka dekhta h  apka to sary jahan ne dekha h,wo hijra ha,sexism_batch_006.csv,3,False,False,True,False,False,False,False,,True,3,Sexism,True,,0.9472472667694092,0.9180580377578736,tu hijra hai,0.9472472667694092,True,,False,Synthetic near-duplicate,class3_batch001_sample020055,0.9818594455718994,Round 1 accepted synthetic bank
class3_batch007_sample021228,7,21228,3,Sexism,322228,326228,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Sexism examples,40,transgander   madarchood   hijra tu aik bara khoota ha  haram zada,jin ko hizab se nafrat he wo nangi ho k ghoome koi in pe thooke ga bhi nahi  aurat khoobsurat pure libas me lagti he mawazna karlen,"apko kehna chahye tha na mard hoon, na aurat hoo. main hijra hoon main hijra hoon, main parchi hoon, main defected hoon, main accidental chairman hoon.  #joker420",muslim countries ki leaderships na mard napunsak or hijra hain.. in mein koi dum nahi.. ye kuch nahi kr sakty.. jinnah ki rooh tarapti hogi.. jinnah ne kashmir par attack ka order diya tha..,teri maa ka yaar tu hijra hai,sexism_batch_007.csv,7,False,False,True,False,False,False,False,,True,3,Sexism,True,,0.938756227493286,0.9291177988052368,yahi hijra teri maa per charha to tu peda hua,0.938756227493286,True,,False,Synthetic near-duplicate,class3_batch005_sample020988,0.9991848468780518,Earlier accepted Round 2 synthetic
class3_batch007_sample021229,7,21229,3,Sexism,322229,326229,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Sexism examples,40,"yeh wesy koi bht e zyda ounchi nasal ki randi niqli h wesy , mtlb i can't even imagine koi bughaz or paisy k pechay itna b girr skta h, nehayat e nichly darjay ki baighairat aurat ho, aurat zaat ko b badnaam kea h isny apny wajood sy !! akhh thooo iski zaat pay",you are just girlfriend material no one wants wife like you. itna jism jo sirf admi apni bivi ka dekhta h  apka to sary jahan ne dekha h,muslim countries ki leaderships na mard napunsak or hijra hain.. in mein koi dum nahi.. ye kuch nahi kr sakty.. jinnah ki rooh tarapti hogi.. jinnah ne kashmir par attack ka order diya tha..,#stopauratbarbadimarch aurat ghr k andr hi achi lgti he yu sarkon par nikalna kisi bhi aurat ki izzat par daag lga skta he,randi maa ki aulad,sexism_batch_007.csv,4,False,False,True,False,False,False,False,,True,3,Sexism,True,,0.932058811187744,0.9212967157363892,randi gandi imran ki bandi,0.932058811187744,True,,False,Synthetic near-duplicate,class3_batch004_sample020714,0.9821791648864746,Round 1 accepted synthetic bank
class3_batch007_sample021234,7,21234,3,Sexism,322234,326234,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Sexism examples,40,lalchi aurat paisa dekhti hai aur khandani aurat sirf sehrat dekhti hai,jin ko hizab se nafrat he wo nangi ho k ghoome koi in pe thooke ga bhi nahi  aurat khoobsurat pure libas me lagti he mawazna karlen,"ab iska sara credit har anchor le rha h jb k  rape,  ki asal jad h hi media jo mera jism.meri marzi,  hareem.shah , qandeel bloch , valentine day pe program krty hn phr rape hi hn gy","yeh wesy koi bht e zyda ounchi nasal ki randi niqli h wesy , mtlb i can't even imagine koi bughaz or paisy k pechay itna b girr skta h, nehayat e nichly darjay ki baighairat aurat ho, aurat zaat ko b badnaam kea h isny apny wajood sy !! akhh thooo iski zaat pay",ye sab randiya,sexism_batch_007.csv,3,False,False,True,False,False,False,False,,True,3,Sexism,True,,0.9309557676315308,0.9201383590698242,kuti randi,0.9309557676315308,True,,False,Synthetic near-duplicate,class3_batch002_sample020231,0.9835091829299927,Round 1 accepted synthetic bank
class3_batch007_sample021266,7,21266,3,Sexism,322266,326266,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Sexism examples,40,#auratmarch2020 mera jism allah ki marzi.. allah ka to hukam ha tum char dewari me raho .. nd ya nikl k apni nimaish karna chahten,ek randi larki ko itni pazeerai di hai. smjh se bahir hai,jin ko hizab se nafrat he wo nangi ho k ghoome koi in pe thooke ga bhi nahi  aurat khoobsurat pure libas me lagti he mawazna karlen,randi kise kahte ha aap hi bata do? ye word ghatiya women ke liye hi use karta ha ab deepika ghatiya ha to randi hi bolenge na,bhenchod randi,sexism_batch_007.csv,2,False,False,True,False,False,False,False,,True,3,Sexism,True,,0.9293782711029052,0.9001764059066772,bhag bhsdki randi,0.9293782711029052,True,,False,Synthetic near-duplicate,class3_batch003_sample020421,0.9905493259429932,Round 1 accepted synthetic bank
class3_batch007_sample021309,7,21309,3,Sexism,322309,326309,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Sexism examples,40,jahiliyat ki v had hai ye apne ghar me slave ki tarh rahti hai aur bahar kutto jaise bhaunk rhi hai... shame on these ladies,ap ko mard banny ki acting pasand i? agr ni to hijra hi bany rahye sir ye mardo k kam hn hijro k ni.,transgander   madarchood   hijra tu aik bara khoota ha  haram zada,#stopauratbarbadimarch aurat ghr k andr hi achi lgti he yu sarkon par nikalna kisi bhi aurat ki izzat par daag lga skta he,oooooh randi ke bachay,sexism_batch_007.csv,4,False,False,True,False,False,False,False,,True,3,Sexism,True,,0.9333388209342957,0.9217711687088012,ahhh randi marwaogi?,0.9333388209342957,True,,False,Synthetic near-duplicate,class3_batch003_sample020473,0.9819971919059753,Round 1 accepted synthetic bank
