production_candidate_id,batch_number,sample_index,class_id,target_label,generation_seed,demonstration_seed,prompt_version,prompting_strategy,demonstration_source,demonstration_pool_size,demo_1,demo_2,demo_3,demo_4,generated_text,source_batch_file,word_count,is_empty,has_urdu_script,has_latin_content,is_non_linguistic,is_too_short,is_too_long,is_exact_duplicate,stage0_rejection_reason,stage0_pass,xlmr_predicted_class_id,xlmr_predicted_class,stage1_pass,stage1_rejection_reason
class4_batch004_sample030610,4,30610,4,Profane,431610,435610,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,my entire neighborhood is making weird sounds bhenchod shaddi hai kya,slept for only 4 hours last night bc match daikhty daikhty girny wala hua wa hun,bauhat sardi hai bc,rt : birthday wali feel hi nai arahi bhenchod,bc sab ny galiyan dekha ha,profane_batch_004.csv,6,False,False,True,False,False,False,False,,True,4,Profane,True,
class4_batch004_sample030611,4,30611,4,Profane,431611,435611,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,naak bandd ho gya bc.,neend aa rhi h bc main sone jaa rhi hu 😂,rona araha hai bhenchod why am i such a clown why am i so unimportant,bc bb khatm ho gya but i cant move on,pata nahi ab tumhari kya larkiyon ko goli marne ke liye chootiyo ko samajhte ho,profane_batch_004.csv,15,False,False,True,False,False,False,False,,True,0,Abusive/Offensive,False,Predicted class does not match intended class
class4_batch004_sample030612,4,30612,4,Profane,431612,435612,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bauhat sardi hai bc,bhenchod what a goal!,my entire neighborhood is making weird sounds bhenchod shaddi hai kya,rona araha hai bhenchod why am i such a clown why am i so unimportant,mera charsi hai ye bhenchod,profane_batch_004.csv,5,False,False,True,False,False,False,False,,True,0,Abusive/Offensive,False,Predicted class does not match intended class
class4_batch004_sample030613,4,30613,4,Profane,431613,435613,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : birthday wali feel hi nai arahi bhenchod,neend aa rhi h bc main sone jaa rhi hu 😂,i should've a bhenchod counter which will count the amount of times i've sad bhenchod,fuck man. the pain is traveling. bhenchod ye naya e corridor khul gya hai.,mn tweet krna tha aur apka tweet dekh leta phir bhaunk leta,profane_batch_004.csv,12,False,False,True,False,False,False,False,,True,0,Abusive/Offensive,False,Predicted class does not match intended class
class4_batch004_sample030614,4,30614,4,Profane,431614,435614,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,ajeeeeb bc 😒😂,bc bb khatm ho gya but i cant move on,i should've a bhenchod counter which will count the amount of times i've sad bhenchod,bhenchod parhna hai. par dimaagh ijazat nahi deta. ajeeb chutiyapa hai ye.,yeh chutiye hi jata hai yeh kaha se 🤦🏻‍♂️,profane_batch_004.csv,9,False,False,True,False,False,False,False,,True,1,Normal,False,Predicted class does not match intended class
class4_batch004_sample030615,4,30615,4,Profane,431615,435615,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bc bb khatm ho gya but i cant move on,bhenchod kya hai ye sb,bhenchod syllabus kuch aur..aur padhke kuch aur gaya.,"rt : koi physics samjha de bhenchod,,,,",rt : 😒🤪 bhenchod khush rahna mera jism meri marzi karne ki baatein karte hain,profane_batch_004.csv,15,False,False,True,False,False,False,False,,True,4,Profane,True,
class4_batch004_sample030616,4,30616,4,Profane,431616,435616,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,pubg lover hath toota howa hai phir b pubg nhai chorni bc😂😂😂,inn coaching vaalou ko kaise pta chal jaata hai mera result bhenchod.,naak bandd ho gya bc.,bhenchod what a goal!,bhenchod kabhi apna name hi bulao,profane_batch_004.csv,6,False,False,True,False,False,False,False,,True,4,Profane,True,
class4_batch004_sample030617,4,30617,4,Profane,431617,435617,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod what a goal!,kyaaaa musibbaattt ha yr sara mood khraab kr diya ha bc,i should've a bhenchod counter which will count the amount of times i've sad bhenchod,2 years ago i asked my father for my own car. so he said “hbl car loan se lelo” bc itni khajal khawari keh tang akar i bought used honda civic. and mine is way better than new honda city. or sashky apny,mtlb ye shakal thori dikhti ha na,profane_batch_004.csv,7,False,False,True,False,False,False,False,,True,1,Normal,False,Predicted class does not match intended class
class4_batch004_sample030618,4,30618,4,Profane,431618,435618,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : birthday wali feel hi nai arahi bhenchod,fuck man. the pain is traveling. bhenchod ye naya e corridor khul gya hai.,bhenchod exams uff,bhenchod syllabus kuch aur..aur padhke kuch aur gaya.,abe bharwe tu maa ki chut maru na 😂😂,profane_batch_004.csv,9,False,False,True,False,False,False,False,,True,0,Abusive/Offensive,False,Predicted class does not match intended class
class4_batch004_sample030619,4,30619,4,Profane,431619,435619,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod kahan phass gaya hoon,bhenchod bht kutti haaalat huwe we he bhai,code bhee saaf karna hai abheeee bc,why can’t i multitask???? i’m 22 fucking years old and i still dont know how to multitask bhenchod,bhenchod bhi ni pata kiun kya ho raha hai,profane_batch_004.csv,9,False,False,True,False,False,False,False,,True,4,Profane,True,
class4_batch004_sample030620,4,30620,4,Profane,431620,435620,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,kyaaaa musibbaattt ha yr sara mood khraab kr diya ha bc,rt : asa kon ludo khelta hi bc ....😇,main 5'8 ke sath bh chota lgta hn bc😶😑😑😑,bhenchod kahan phass gaya hoon,sahi marna tha bhadwa,profane_batch_004.csv,4,False,False,True,False,False,False,False,,True,1,Normal,False,Predicted class does not match intended class
class4_batch004_sample030621,4,30621,4,Profane,431621,435621,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,ajeeeeb bc 😒😂,main 5'8 ke sath bh chota lgta hn bc😶😑😑😑,bhenchod parhna hai. par dimaagh ijazat nahi deta. ajeeb chutiyapa hai ye.,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",kuch nae kahin bc,profane_batch_004.csv,4,False,False,True,False,False,False,False,,True,4,Profane,True,
class4_batch004_sample030622,4,30622,4,Profane,431622,435622,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,my entire neighborhood is making weird sounds bhenchod shaddi hai kya,bhenchod kya hai ye sb,bhenchod kahan phass gaya hoon,mere pas tum ho ny to puray saal ka rula dia bhenchod,bhenchod itna zyada na hona chahye,profane_batch_004.csv,6,False,False,True,False,False,False,False,,True,4,Profane,True,
class4_batch004_sample030623,4,30623,4,Profane,431623,435623,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod aaj sirf roneka mann kar raha hai,code bhee saaf karna hai abheeee bc,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",fuck man. the pain is traveling. bhenchod ye naya e corridor khul gya hai.,bhenchod tu paida kia tha,profane_batch_004.csv,5,False,False,True,False,False,False,False,,True,4,Profane,True,
class4_batch004_sample030624,4,30624,4,Profane,431624,435624,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod kahan phass gaya hoon,rt : fariha without fa is riha and  riha kerdo koi bhenchod is zindagi se,rt : bhenchod graph paper pe eraser use karo toh graph paper hi gayab ho jaata hai,mere pas tum ho ny to puray saal ka rula dia bhenchod,ye sabse bara mc is kehny ki bat hai bhenchod,profane_batch_004.csv,10,False,False,True,False,False,False,False,,True,4,Profane,True,
class4_batch004_sample030625,4,30625,4,Profane,431625,435625,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,ajeeeeb bc 😒😂,rona araha hai bhenchod why am i such a clown why am i so unimportant,my entire neighborhood is making weird sounds bhenchod shaddi hai kya,rt : bhenchod graph paper pe eraser use karo toh graph paper hi gayab ho jaata hai,sach bolne ka tareeqa khatm ho gaya. aur tu apna dil ka lagta nahin hai mujhe.,profane_batch_004.csv,16,False,False,True,False,False,False,False,,True,1,Normal,False,Predicted class does not match intended class
class4_batch004_sample030626,4,30626,4,Profane,431626,435626,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,inn coaching vaalou ko kaise pta chal jaata hai mera result bhenchod.,bhenchod bht kutti haaalat huwe we he bhai,ajeeeeb bc 😒😂,bhenchod what a goal!,🤦‍♂️😭😭 bhenchod tere jaisay kuch bhi nahi tha,profane_batch_004.csv,8,False,False,True,False,False,False,False,,True,4,Profane,True,
class4_batch004_sample030627,4,30627,4,Profane,431627,435627,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,fuck man. the pain is traveling. bhenchod ye naya e corridor khul gya hai.,mera bhi yaar bhai...jindgi jhand ho gya hai bhenchodv 3 t20 me 300 rupya haar gye....,bauhat sardi hai bc,neend aa rhi h bc main sone jaa rhi hu 😂,i am so bad at maths i cant even tell you what this means 😂,profane_batch_004.csv,15,False,False,True,False,False,False,False,,True,1,Normal,False,Predicted class does not match intended class
class4_batch004_sample030628,4,30628,4,Profane,431628,435628,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,neend aa rhi h bc main sone jaa rhi hu 😂,bhenchod bht kutti haaalat huwe we he bhai,bc 40 rupees karaya kar diya hai is se acha to banda uber ya cream karwa laye 😏😏😏,code bhee saaf karna hai abheeee bc,ye nhi pata bc,profane_batch_004.csv,4,False,False,True,False,False,False,False,,True,4,Profane,True,
class4_batch004_sample030629,4,30629,4,Profane,431629,435629,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod syllabus kuch aur..aur padhke kuch aur gaya.,rt : bhenchod graph paper pe eraser use karo toh graph paper hi gayab ho jaata hai,my entire neighborhood is making weird sounds bhenchod shaddi hai kya,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",ye paisa bahut hota hai bhenchod,profane_batch_004.csv,6,False,False,True,False,False,False,False,,True,4,Profane,True,
class4_batch004_sample030630,4,30630,4,Profane,431630,435630,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,fuck man. the pain is traveling. bhenchod ye naya e corridor khul gya hai.,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",bhenchod parhna hai. par dimaagh ijazat nahi deta. ajeeb chutiyapa hai ye.,bc bb khatm ho gya but i cant move on,ye mard ki trah pata hi nhi hoga,profane_batch_004.csv,8,False,False,True,False,False,False,False,,True,1,Normal,False,Predicted class does not match intended class
class4_batch004_sample030631,4,30631,4,Profane,431631,435631,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bc 40 rupees karaya kar diya hai is se acha to banda uber ya cream karwa laye 😏😏😏,rt : bhenchod graph paper pe eraser use karo toh graph paper hi gayab ho jaata hai,neend aa rhi h bc main sone jaa rhi hu 😂,rt : asa kon ludo khelta hi bc ....😇,rt : tu nikal nahi paayega,profane_batch_004.csv,6,False,False,True,False,False,False,False,,True,1,Normal,False,Predicted class does not match intended class
class4_batch004_sample030632,4,30632,4,Profane,431632,435632,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : birthday wali feel hi nai arahi bhenchod,rt : asa kon ludo khelta hi bc ....😇,bhenchod exams uff,neend aa rhi h bc main sone jaa rhi hu 😂,chup randi ki nasal,profane_batch_004.csv,4,False,False,True,False,False,False,False,,True,3,Sexism,False,Predicted class does not match intended class
class4_batch004_sample030633,4,30633,4,Profane,431633,435633,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : birthday wali feel hi nai arahi bhenchod,bhenchod syllabus kuch aur..aur padhke kuch aur gaya.,bhenchod parhna hai. par dimaagh ijazat nahi deta. ajeeb chutiyapa hai ye.,bc bb khatm ho gya but i cant move on,bc yar meri biwi ka pata ha ap ko kia krwa rha hn,profane_batch_004.csv,13,False,False,True,False,False,False,False,,True,4,Profane,True,
class4_batch004_sample030634,4,30634,4,Profane,431634,435634,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,pubg lover hath toota howa hai phir b pubg nhai chorni bc😂😂😂,bhenchod syllabus kuch aur..aur padhke kuch aur gaya.,rt : bhenchod graph paper pe eraser use karo toh graph paper hi gayab ho jaata hai,rt : asa kon ludo khelta hi bc ....😇,rt : ye jo jinme ekdum mohabbat ho rhi hain uski shakal dekhni zrurat nahi hai... bc,profane_batch_004.csv,17,False,False,True,False,False,False,False,,True,4,Profane,True,
class4_batch004_sample030635,4,30635,4,Profane,431635,435635,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,"rt : yaar magar wifi bandh na karna, missile vissile daal do koi dikkat nahi, magar internet chahiye bc",bauhat sardi hai bc,i hate ors bhenchod,mera bhi yaar bhai...jindgi jhand ho gya hai bhenchodv 3 t20 me 300 rupya haar gye....,i am not a virgin bc,profane_batch_004.csv,6,False,False,True,False,False,False,False,,True,4,Profane,True,
class4_batch004_sample030636,4,30636,4,Profane,431636,435636,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,slept for only 4 hours last night bc match daikhty daikhty girny wala hua wa hun,i hate ors bhenchod,mere pas tum ho ny to puray saal ka rula dia bhenchod,pubg lover hath toota howa hai phir b pubg nhai chorni bc😂😂😂,maine yeh bhi krna tha ab mrzi ke khandan ki aukat hi nhi hai ye🤬,profane_batch_004.csv,15,False,False,True,False,False,False,False,,True,0,Abusive/Offensive,False,Predicted class does not match intended class
class4_batch004_sample030637,4,30637,4,Profane,431637,435637,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,dil sumbhal ja zra bhenchod,bhenchod aaj sirf roneka mann kar raha hai,bhenchod kya hai ye sb,i should've a bhenchod counter which will count the amount of times i've sad bhenchod,rt : bc abhi tak ek tweet hi hai😂,profane_batch_004.csv,9,False,False,True,False,False,False,False,,True,4,Profane,True,
class4_batch004_sample030638,4,30638,4,Profane,431638,435638,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod kya hai ye sb,bhenchod what a goal!,mere pas tum ho ny to puray saal ka rula dia bhenchod,why can’t i multitask???? i’m 22 fucking years old and i still dont know how to multitask bhenchod,mere pas tu ho na bhenchod,profane_batch_004.csv,6,False,False,True,False,False,False,False,,True,4,Profane,True,
class4_batch004_sample030639,4,30639,4,Profane,431639,435639,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod mairi thand se phatt rahi hai,neend aa rhi h bc main sone jaa rhi hu 😂,mera bhi yaar bhai...jindgi jhand ho gya hai bhenchodv 3 t20 me 300 rupya haar gye....,dil sumbhal ja zra bhenchod,mc abe koi ni,profane_batch_004.csv,4,False,False,True,False,False,False,False,,True,1,Normal,False,Predicted class does not match intended class
class4_batch004_sample030640,4,30640,4,Profane,431640,435640,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,ajeeeeb bc 😒😂,inn coaching vaalou ko kaise pta chal jaata hai mera result bhenchod.,bhenchod kya hai ye sb,bhenchod kahan phass gaya hoon,tu chutiye ho yaar.,profane_batch_004.csv,4,False,False,True,False,False,False,False,,True,1,Normal,False,Predicted class does not match intended class
class4_batch004_sample030641,4,30641,4,Profane,431641,435641,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,dil sumbhal ja zra bhenchod,bhenchod kahan phass gaya hoon,i should've a bhenchod counter which will count the amount of times i've sad bhenchod,rona araha hai bhenchod why am i such a clown why am i so unimportant,waise apna chutiye ho tere jaisa nahi hoga,profane_batch_004.csv,8,False,False,True,False,False,False,False,,True,0,Abusive/Offensive,False,Predicted class does not match intended class
class4_batch004_sample030642,4,30642,4,Profane,431642,435642,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,code bhee saaf karna hai abheeee bc,rt : bhenchod graph paper pe eraser use karo toh graph paper hi gayab ho jaata hai,i hate ors bhenchod,fuck man. the pain is traveling. bhenchod ye naya e corridor khul gya hai.,bhenchod 10 saal mein sirf ek movie dekh lia hai???,profane_batch_004.csv,10,False,False,True,False,False,False,False,,True,4,Profane,True,
class4_batch004_sample030643,4,30643,4,Profane,431643,435643,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,code bhee saaf karna hai abheeee bc,bhenchod what a goal!,2 years ago i asked my father for my own car. so he said “hbl car loan se lelo” bc itni khajal khawari keh tang akar i bought used honda civic. and mine is way better than new honda city. or sashky apny,neend aa rhi h bc main sone jaa rhi hu 😂,bc ye bat chahiye thi bethne se pehle.,profane_batch_004.csv,8,False,False,True,False,False,False,False,,True,4,Profane,True,
class4_batch004_sample030644,4,30644,4,Profane,431644,435644,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod exams uff,code bhee saaf karna hai abheeee bc,bhenchod syllabus kuch aur..aur padhke kuch aur gaya.,pubg lover hath toota howa hai phir b pubg nhai chorni bc😂😂😂,randi rona kiya karo,profane_batch_004.csv,4,False,False,True,False,False,False,False,,True,3,Sexism,False,Predicted class does not match intended class
class4_batch004_sample030645,4,30645,4,Profane,431645,435645,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod kya hai ye sb,"rt : yaar magar wifi bandh na karna, missile vissile daal do koi dikkat nahi, magar internet chahiye bc",code bhee saaf karna hai abheeee bc,bhenchod kahan phass gaya hoon,rt : abhi tk afsos nhi kiya. bc,profane_batch_004.csv,8,False,False,True,False,False,False,False,,True,4,Profane,True,
class4_batch004_sample030646,4,30646,4,Profane,431646,435646,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bc bb khatm ho gya but i cant move on,inn coaching vaalou ko kaise pta chal jaata hai mera result bhenchod.,rt : kisi ko bhulnay k liye ussay yaad karna parta hai. aur idhr bhenchod yaad hi ati rehti hai bus,i hate ors bhenchod,tum logon ka reaction dekho. itni koi bat nahin,profane_batch_004.csv,9,False,False,True,False,False,False,False,,True,1,Normal,False,Predicted class does not match intended class
class4_batch004_sample030647,4,30647,4,Profane,431647,435647,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : bhenchod graph paper pe eraser use karo toh graph paper hi gayab ho jaata hai,why can’t i multitask???? i’m 22 fucking years old and i still dont know how to multitask bhenchod,dil sumbhal ja zra bhenchod,pubg lover hath toota howa hai phir b pubg nhai chorni bc😂😂😂,rashmi ke baare mein tera naam nahi dekhna kya?,profane_batch_004.csv,9,False,False,True,False,False,False,False,,True,1,Normal,False,Predicted class does not match intended class
class4_batch004_sample030648,4,30648,4,Profane,431648,435648,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod what a goal!,mera bhi yaar bhai...jindgi jhand ho gya hai bhenchodv 3 t20 me 300 rupya haar gye....,bhenchod mairi thand se phatt rahi hai,slept for only 4 hours last night bc match daikhty daikhty girny wala hua wa hun,koi kiun tu apne liye naa chodna chahee?,profane_batch_004.csv,8,False,False,True,False,False,False,False,,True,1,Normal,False,Predicted class does not match intended class
class4_batch004_sample030649,4,30649,4,Profane,431649,435649,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,dil sumbhal ja zra bhenchod,bc 40 rupees karaya kar diya hai is se acha to banda uber ya cream karwa laye 😏😏😏,bhenchod parhna hai. par dimaagh ijazat nahi deta. ajeeb chutiyapa hai ye.,rt : asa kon ludo khelta hi bc ....😇,bc maine ghar mein aaj tak tere jaise doston ko dekha hai,profane_batch_004.csv,12,False,False,True,False,False,False,False,,True,0,Abusive/Offensive,False,Predicted class does not match intended class
class4_batch004_sample030650,4,30650,4,Profane,431650,435650,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,why can’t i multitask???? i’m 22 fucking years old and i still dont know how to multitask bhenchod,naak bandd ho gya bc.,mera bhi yaar bhai...jindgi jhand ho gya hai bhenchodv 3 t20 me 300 rupya haar gye....,rt : kisi ko bhulnay k liye ussay yaad karna parta hai. aur idhr bhenchod yaad hi ati rehti hai bus,bhenchod apni zindagi ka woh hai jo hamari jaati hai,profane_batch_004.csv,10,False,False,True,False,False,False,False,,True,4,Profane,True,
class4_batch004_sample030651,4,30651,4,Profane,431651,435651,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,pubg lover hath toota howa hai phir b pubg nhai chorni bc😂😂😂,rt : bhenchod graph paper pe eraser use karo toh graph paper hi gayab ho jaata hai,why can’t i multitask???? i’m 22 fucking years old and i still dont know how to multitask bhenchod,naak bandd ho gya bc.,ye tereko itna pta hai ke tumhein koi bhi dikhaa dega?,profane_batch_004.csv,11,False,False,True,False,False,False,False,,True,1,Normal,False,Predicted class does not match intended class
