      acha phir doctor ko check karwao or ma asim azhar k i nhi fahad bhai ki bat kar rhi hn don't blame him	1
rt :  😎🇵🇰😎 da'awat, walima ya khatam-e-quran per zidd ker kay nahi bulaaey gaey. leader bastards tou taqreer kay ghar jaa ker moujj urratay hain, ahmaq sarrak per parray rehtay hain, phir gilla kis baat ka.	0
mujhe pata hai g apko aurat ki cheekhe sunke aur josh aata hai isi liye ham maarti hain cheekhe	1
     esy koi party nahi chorta bhai 20 sall ho gay han party ko lahore m defend karna app ko may b pta na ho kitna mushkil kam tha ham to sath thy han rahyn gay inshallah koi dhaky b dey phr b ppp ❤️🖤💚	1
wtf is wrong with this country, har jagah marasi baite hue hay. beghairtoo	4
rt : ubsy apni snaps nhy lgaoungi bharwe troll krte hyn.	0
hindu dharm ka matlab samajh pehle puppet khali bhaunk aur bhaunk iam enjoying ur bark 😂😂😂😂	2
realme is wrost company in the world. he is not giving the update in old 😡😠 device. madhavsheth rundi wala , madhar chod ,bhin chod.	0
teri maa ka btaya gshti	0
abey nikal na, facts tujhe dekhne nahi hai wahi madarse wali tatti bhaunk raha hai tabse ..  jaahilo se kya debate karu	2
jis psl anthem main ali zafar na ho tou fittay munh uss psl anthem ka..😒 #tayyarhain #psl2020 #pslanthem  #pslv	4
rt :  iska khud ka dna sadak par bhaunk rahey kuttey ka lagta hai..	0
 nhi mai kiu jao ap jany unka kam jany mai to kisi aur kam k lie gyi wo to muj sy mashwara manga tha unho ny to apka name suggest kr dia mainy 😂😂😂😂	1
      areeeeeeeee bhai ni mei hania ho yr sis kah 2 bhai to mat kaho  #pureheartsid	1
ye kon s science h	1
ankhon mn pyaar itna ha k ankhein andhi ho gai😂	1
  upar wala sab dekhta hai tum insaaf na karo wo khud kar dega	1
to yakeen krta kon hy🤪🤷‍♂️ 	1
tumhara teen baar ka tatpoonjia wazir azam teeno baar zalil o khwar hoa jo uski qismat mein hai..... beghairat itna hai k performance ka andaza is se bhi nahi laga raha k 35 saal mein aik aisa hospital nahi banaya jaha khud ka ilaaj karwalay....🖐️🖐️🖐️	0
aray baap ray  #vishra	1
aur jin ko dekh k khusrey bhi apna rasta badal lein wo kia hain ? 😂	3
sidnaaz to baap beti ki jodi hai😂😂	1
ab mere sath betho me apke munh pr duct tape lga kr bithaon ga😀	1
bhanja ha 3 saal ka	1
rt : chup kar bharwe ek dam chup madarchod	0
 name bhi mention kr dena tha jis ko bola 😄😄	1
 to hamari bat aj sy shoro ho rahi hy, allhumdulilah main thek hun apki bio abhi dekhi agar munasib smjhyn to ak sawal kr skti hun?	1
tm saali kuch bhi bol lo kuch bhi kr lo,karogi to tm sirf dalali hi chahe mudda koi bhi ho,aur muh se to tatti hi niklega jb bhi khologi,jaise abhi tatti kr rahi ho muh se,thuu tere pe	0
jahil k bachy kahan likha h k gair mazhb sy nikaah jaiz ha... tmari gand me jo keera ha wo nhi merna... khoty khany waly... yahoodi kahan sy hogaey ahle kitaab ....tm.b yahoodi to nhi	2
ek s/o  ka b dalna kabhi kabhi axhi twittes krta h 😂😂	1
you mean the wrestler randi savage of the older era?	1
"  acha abhi bhe lfz "" honi chye "" kaha ja rha hai.... hats off"	1
parhaii karny k time pe me sad kiun hojata hoon :(	1
am i the only one who doesn't really like  dry fruit except akhrot and pistachio(only in icecream and kheer though) and it doesn't really matter how expensive chilgozha gets?	1
" ""mc"" hn sary bas khan per bhokny ky paisy mil rhy sab ko"	0
randians apna randi rona dal k beth gaye hain.😂👌🏼	0
charsi khan kidhar hai??	0
no one.. literally no one:  bhaiii hum tu legends h tension hi nhi lete...😇 lekin ager koi thoraaa sa ignore b ker den tu ...poraa din tension le le ker guzar jata h....😒	1
meiny kaha yad kerwa dun demagh sy akhrot na hou :p	0
apni ami ke tits bhi post ker na. i'm in love with milf. 20 rs mujhse lele or apne bagal saf kerle bharwe  #iamrabipirzada	0
badam, pista, akhrott, chanay, saunf, misri etc. i think.	1
lanat abbtknews k khilaf trend bnane walye yazeedion pe r bibi k dushmano p bhi 	2
dekho tmhri sakhi randi naach kr rhi h r baad me randi rona krti h	3
i can’t ask ik, they aleady declarerd him ahamdi agent. he is of no use anymore. which one has more value? ik has to pick between yahoodi agent or ahmadi agent!!!! 😂😂😂😂😂	1
kya khyal hai ab aapka	1
 lo g ya kaya baat hoi bhala	1
akhrot bhai aap ke pass kua saboot hey ke nawaz chor hey plz aap bhe kisi per ilzam na lagai	0
rt : lakh di lanat tere munh tay khottay k puttar lanati yahodi lobby k agent haramkhor badzat dalay  niazi ht.	2
yar srk ab eisa b hu ga 😂😂	1
sharif khandaan per jo aitbaar kray ga wo bohat bara ahmaq hoga .	4
kya 're randi chudana h kya	3
70 saal ka mard is better than a 30 year old hijra😅	3
saary gaand phati k bharwe hain	0
paisa phenk tamasha dekh.	1
rt :  abe jaa na bhadwe 2 mla leke randi rona kr raha	0
rt : - i look so bad ppl: no you look good ab attention chahiye to wese he boldo - i look so pretty ppl: kahan se bhenchod?	4
 abb baat ye hai ki dimag wale ko 100 rs dega to wo uska 1000+ bana sakta hai..!!!  lekin gawar ko 1000+ rs dega wo uska 10rs bhi nai bacha sakega...	1
aur jo khud randion kee tarhan party change kurtay hain... aur awam kaa paisa zaya kurtay hain.. unko bhee aisay hee kisi din purray gee... i have no love for ml... i support pti just for  and you are nothing but a bully...	0
    excuse me! she's her manager nidhii please atleast kisi k emotions ka toh mazak mat udao.	1
nhi bay esa kuch nhi h bta ab kesa h	1
is randi ne bi mera chapa hai	3
teri maa ka halala kra rha tha koi problem madarjat bhosdike mulle	2
ziqr hua tumhari badnaseebi ka ki jo tum kisi se pyaar na kar sake aur ab toh tumhe kya sikhaya hum tum toh beena sar paon k ek pesach nikle...	1
 ji sahe hy lekin agar haalat aisy ho toh shadi jaldi kar leni chahye ! 😊	1
rt : allah ham sabke maa baap ko sehatyaab kare	1
panni pe lwo 	1
maa behn aik hogi hai	4
haye re teri gawariyat😍... bhaunk te reh bas wanhi aukaat hai teri.. after all aukaat pe hi toh ayega tu 😂	0
😂😂😂😂😂 no yours was a genuine case. wo he phattu nikla. ( i don't know what phattu really means i just know its something like darpook but i really wanted to use it okbye)	0
ooper se sir g msla ye ha k this works too 😁😂	1
kyaaaa musibbaattt ha yr sara mood khraab kr diya ha bc	4
pen ki aukaat nahi teri chut lene ki mera lund le phir dekh tu rakhail na ban jaye meri	0
apne profile mein whats app me fb twitter mein is bahadur nojawaan ki pic lga kr islam se or nabi ke din se mhbt ka izhaar kren or itna share kren ek yahoodi apne na pak iradoon se baaz ajaye is shakhs ne quraan pak ki hifazahat mein ek bhtareen mhbt ka jita jagta sabot dia hai	2
akhrot todne ki safalta purvak koshish 😂😂😂😂	1
islam took over many nations since its inception.the original people are given choices: willingly convert to islam,forecably convert,live as a 2nd class person & pay the tax, flee (which thousands did), or be murdered, which millions did. “destroy them by the cradle” = hijra	1
    haan yrrr .... come back kia to aj yad aya k ek ozaie bhi thi hmari  👀👀👀👀...😍😂😂	1
naya account bna ke phr teri gaand marain ga..teri maa behn 1 krdain ga..khanzeer ki paidawar ha tu... #ptmantipakmovement	0
aukat inki dant se chane todne ki nhi kr g*** se akhrot todne ki bat krte  	0
rt : by that logic, ram singh after raping nirbhaya inserted the rod in her vagina and pulled her intestine with his hands	1
you promised your father that you will be a hijra?	3
saali ik girlfriend hi nai miltiii fatigue daily mill jati ha 😫😫😫😫😫	4
bigboss chahty ha app sab abhi 1 week or ghar mai rahy 😂🙈	1
bhai but wo bhenchod akki ko bich me gali dete hain chutiye	0
   dani koi jaga hai meri bisti na krrwi ho 😑😑😑	1
naen ap k ghar na bhej dean inko . bhen chod kutey army pe bakwas karta hy . lakh di lanat tery te . heera mandi ki pedaish	0
 ab pappu hi shi pampu ka to pta nhi tha trend to krna hy na ab kis kis ko pampu samjhayeyn ge #mahirakapappuparas	1
ab tou aese mat bolllll 😂😂 	1
   masallah bhen allah apko lambi zindgi dy ..me apka program dekha hai es se sabit howa ap ak ache khamdan se belong krti hain ...jb apne hazrat muhammad (s.a.w)ke nam pe angote chome us waqt mere dil se apke lia bhtt dunway nikli	1
sir kis performance ki base par jagah banayen gay? keeping ki? qk batting karny to aap aaty nhi hain jaldi sy	1
a random madni biryani wala : bhai sahb aap yei khaa kr dekho maza na aaye paisy wapis.. me after finish the biryani : haan nhi aya mazza paisy wapis kr bharwe.	0
rundi ka short cut	3
sir ye to surprise dy diya ap ne 😭😭😭😭😭 ye khushi k anso hain lakh lanat in koton py jo mulk ka paisy kharch kar gay 	0
kiu teri maa ki phudi mari h isne? nawax shareef ki haram ki aulad	0
"some lines for u dear  koi wazeefa mujhey b bata merey darwaish mujhey hoi hai fakeeri ata merey darwaish men dil sey keh rahi thie  ""bazz aa muhabat sey"" wo haath jorey hoey ro pada merey darwaish.  unknown"	4
okay kisi ny kuj puchna ha ?	1
yahoodi ki application use kr re deactivate krdo 🌚	2
sb jante sir hum punjab ke log apke sath he	1
pata nahi kon c jaga me fogg chal raha hai  yaha to randi rony hi nai khatam hoty .	4
pani kbi krwahat nai marty  mitha chaly ga😂😁	1
  mry koi doubt ho raha 😑😂😂	1
sem things have been happening to me since last year lekin mei hi beghairt hu hrr wakat inkay liye available hoti hu🌚	4
dil ny yeh kaha hai dil se? next line??	1
students  : shuker h aj urdu ke teacher ni ai lec free hoga 🕺	1
jin ko hizab se nafrat he wo nangi ho k ghoome koi in pe thooke ga bhi nahi  aurat khoobsurat pure libas me lagti he mawazna karlen	3
 kisi ki niyt kb badle pta thori chlta	1
hmmm point to be noted 🤔 koi na hum b bhabhi ko ni puchny gy 😂 	1
 matlb wkw mei ye sab b hon gy omg in sab ko jheelna bht mushkle yr kb jain gy ye itny log ufff  #sidharthshukia #aslifans #bb13onvoot	1
yar meri koshish hai. inshallah dekhon gi. meri university k aik larke ne, jou yahodi tha, nytimes main article likha k zionism ab cool naye raha, aur anti-zionist humain bully krte hain. usko lagta hai k israel ko colonial kehna ghalat hai.	1
  shame on u bibi ubi tm ny hajj kya us k bd b tm ko hidayat nh mili fame r pesy k lye kitna giro g itni wahiyat dressing dftm 😠🖐	3
 mota bhai pura planning khud se dekh rahe hain lagta hai	1
pcb ko talented log pasnd nai,har saal bc relyu katton ko contract daity opening ceremony ka #tayyarhain  #psl5  #pslcomeshome	0
ur mary ab ki bhen ki trf bura laga ?  nah bakwas karo nah sunay  pary i hate ppp but kisi maah bhen ko sysat main nhi laty	0
a aftab hijra no1 😂 🤣🤣🤣🤭	3
bhenchod apni lums ki team ka coach hi rakh lain. atleast he has a clear style of play and sticks to it. but get allegri,arteta, mourninho, german coaches anyone at this point honestly. he can't turn this around for sure.	4
 average hai. achi pitches pe bohat pitay ha	1
rt :  think about your self hijra  billu rani	3
yup i like some of these songs or kuch aise songs ha in mie se jo miene nhi sunne i'll listen to it thnx	1
  socho jab protesters bhe gun dikha k bolein ye li azadi	1
💞behtrin👌🏻hota hai wo rishta💫 jo takrar😏hone ke bad bhi sirf ek muskurahat😊se pehle  jaisa ho jaye.🥰💞	1
bhateejy cool down yar. bhutto ny jo krna tha wo kr guzra, bhugatt lia r zia ny jo krna tha kr k bhuggat gaya. now we have to move forward k maazi ki ghalti dohrai na jaiy. lykin aaj b un ki support ki ja rhi hy jo hamari sippah ko gali dy rhy hain.	1
 yar khud masoom sy hain paper pata ni kiu itna harami bana dety hain 😭	4
 usko kya hua tha	1
jis tarah us baap ke 2 bete shaheed ho gaye   allah karey tera beta bhi jald mar jaye cancer ki wajah se inshallah	0
like no response to him sitting with mulana while calling people yahoodi and qadiyani, the one thing which got taseer killed?  really?	1
rt : i love staring at you, secretly	1
rt : pehnchod saalay!!	0
  main larki hon khatoon nahi	1
  or tum apni chutki ki kon kon si akalmandi ko jhutlaoo gy 🙆🤭🤐	1
wese agr pmln government apni begrtian na dikhati jb uski bv pakistan shift hui ti.. usk pet mn 2 bcha ta r ap isk khoty ny uspr smuglng kay muqdmat bna k qaid krwaya r yahoodi agent kh kr mentally torture kia.agr kash tm jesy kutty tb bhonk lty to khan k bchy aj sath hty	0
teri maa bahn ki. chudai krta h      haraami	0
awin rusiyan na kar mere jaan sajna ek din shad jana aa jahan sajna	1
yahoodi ko hitler ne chora or general ne in jaajoon ko chor k dhkya k ye kai hain.😂	2
bhai khayal kr pakistan me corno virus na phela dena 	1
sham hote hi ye dil udas hota hai, tute khwaboo ke siwa kuch na pass hota hai, tmhari yaad aise waqt bohat ati hai, bandr jb koi aas-pas hota hai..	0
kaafir pe khouf hona chhahye. tum pe b hoga	2
abe #halala product , ask your mom who is ur father.	2
 kal ak female ma line mar ra tha	1
bhenchod of higher order	0
hope they could have stand against triple talaq, halala, nikah mutah, polygamy, child marriage than they could have done justice to the gender	1
bad tehzeeb beghairat insaan kabho quran parha ho to tujhe pata chalay k kia jaiz hai aur kia nahi!   ahle kitab se shadi jaiz hai jis me christians aur yahoodi b ate hain! kaafir mushrik se shadi mana hai!   kuch pata b hai tujhe?? bakwaasnkrwa lo bas wadda philospher rehnda ni,2009-12-05 12:13:17,lahore	0
daro us din se jab mardo ne apny haqooq k lye awaz utha li..  bachpan se le kr ab tak hamesha as a girl honor mila ha. galti chahye larki ki ho, dant phr b larky parti ha, pakistan me aurat ko bht izzat mili ha siwaye kuch sick mind logo k..  #stopauratbarbadimarch	1
 mat drao...vote kro zayada zayada ta k sid se b age nikl jay....pata ni sid ko itne vote kese aate hn	1
randi in mandi	3
he was born through halala.	2
is bajwa from ahmdiya sect? if,yes so can't be the general. pkmkb is in full form 😂😝😝😂	1
 phr tu tmko tension lene ki zarorat nii	1
    yar pic to achi hai ab ese to na kaho😕 retrica nhi laptop se bnai thi or thora sa vintage ka touch hai zyada edit nahi hai q k pimples k nishan tk to nazar arhe hain 🧐	1
shoe fit hua tho pehenle bhenchod	4
my uncles house sweepers 13 year old has a mobile phone and he is a small grocery store owner.. kbhi office sy niklain to pta chaly aap ko	1
maar k spelling galat hain marwa likhna ho ga ap ny 😂 and date u know.... 😉	1
tera najaiz abba ha khosa yakeen nai to apnay asli abba jan bayghart kanjar kashmir frosh gandu lanti sazishi imran yahodi say pochh lay imrani tati	2
 itni bari sifarish krte hoe shrm ni ayi	0
adha pakistan instagram per betha ha or adha ludo star ki lobby main.   #quarantinelife	1
 pata ni😂😂 apni gf say waday kr raha hoga ya mujhay dhoond raha hoga😂😂	1
report ki nasal kutte ke brabar hoti h jaise teri bhi	0
yes wo fahad bhai ki soch or sahi kha ha	1
  haaye aik or bhai zoned hogya 🌚     na kro yaar bht se bhai zoned or frndzone ho jain gy😜	1
kitne paise liye the randi ne is video ke liye	3
lul bukhari ye tum nahe tumaray yahoodi or hindu thuku bol rahay hain jin ko army sey bahot hi zeda takleef hai...🖕	2
 meri apni ho jaaye baad mein aap logun ka number aaye ga..😂😂	1
sardar mat bol isko yr or kuch bhi bol ganda sa sardar nhi hai aurat ki respect nhi karta asli nhi hai	0
tere har baar k randi roni hai ye😂	0
tu mj sey phele mare ga tu dekhen ..	0
 but tmhary dil mein koi or😂	1
 han pucha tha ab jhoot mat bolo..🙄	1
gotze rundi ka bacha yaad ajata hai 😭😭😡😡😡	0
 under19 jo 31 ko hoga us match ka squad to share kr dyein🙊	1
ab iss pitch pe 100 se kam target hua to hi hmare chances hain chase k  #lqvsqg	1
jinhone kaha tha na college mai life set ho jayegi, bc khud toh tum apni marvare ho hamari aur le lee hain, ye sahi hai.	0
meri kl say good night he ni huye to good morning khn se ho ge	1
aby gandoo aqal ni ha kia yahoodi khi ky .. bharwaay	2
 hota kch nii bus paison kaa zayaa hai😂	1
aesa mosam mera khaayal sialkot mai hi hota hai :/ 	1
what makes him wrong... he is right only hijra will bow down to touch her feet and drink her washed feet water	3
bsdk tere baap ka maal hai kya halala ki paidaish.. muh se mungfali nahi toot to aur gaan se akhrot todne ki baat kar raha hain.	0
  kutti k bachy apny baap sy tameez sy bat kr _ salay tujhe bhi dunia main pakistani e ly kr aya eh ... gandi olad rundians  lundian nation, lundian people	0
ham log to reh laingy per hamary khanzeer hukmaran nhn reh sakty na dr sahiba	0
#nokia connecting people tikau phone akhrot ko tod de 🤣🤣🤣😅	1
tera number bhi aayga... iska ip note kerke esko bji jail bhejo ... yeh hijra bola brave police man ko. esko bataoo ek baar kopche main laker.	3
 hahaha yaar mera b dil kar raha tha k gym join karon extra weight nazar ata abh	1
mery knowledge k mutabik christian mzhab me sb sy zyada azadi di gai hai jbk muslims me or baki mzahib me pabanidi hai is liya boht sy yahodi or butprast christian mzhab ki taraf jati hai...	1
 khuda k lia shagzeb ye channel chor do jo apko majboor kr raha ha k mera jism meri marzi ki tashreeh krny ki...jb k sara pakistan janta ja k is l peechy kya hidden muqasid han...bs krdo	1
lord tariq ahmed an ahmadi uk foriegn minister coming to ahmaddiya mosque japan.	1
chup kar randi ki bachy angreez ki nayaz olaad tu mat bhaag mai yehi hu madarchod apnay bhai ko bol k becha mai na ae	3
 tjhy feel nai hota k m tere besti karta hn or tu dil py b ly jata hai 💔	1
 tum ny dekha mujhy kabhi kisi ko troll kartay huay??😳	1
rt : rt if u ever played any of these 90’s games.  bandar qilla yassu panju waanjhu kokra chapati bantay gulli danda staapoo g	1
ary ko bad mn thanks krna.sbse phle khuda ke liye wuhan and xiachan ki city mn mojud pakistani students ko nikalo wahan se.wo bechare bar bar videos bna kr bhek mang rhe hain or tm log sakoon se bethe ho	1
chowni main aou aik new rundi ka bacha aya hay	0
how about bilawal’s abuse that too in the parliament and then molvis’ bigotry calling him yahoodi and what not. were you enjoying with 50 rupees batti at that time?	1
ham bhi pakistan military academy say aisay hi local transport per atay jatay rehay hain hamaray sath to aisa shughal nahi hua tha. ghareeb ka bacha yahan bhi maar kha gaya	1
rt : ye waqt bhi guzar jyega.	1
bc main koi 5 logon se pooch chuka hoon. waapis karooo	4
rt : 10 rs tak ayien gay kuch din tak wait kro bus	1
14 feb ko jumma ha allah walo🤭👲📿	1
wo bc kanjar haijra hy	3
plz share list. ager na share ki to tu hoga he kisi kanjeri ka becha	0
 ha kuch kro yr phir ☹️☹️	1
ye wardi wale madar chod tm jese chootio ko le aye apni maa chudai k liyee	0
abe chup b bharwe...tje jate jate thuka apni behn chodne k lye de gia h....to us ko chodta reh r badle me thukla ko gata reh	0
rt :  muthal muthal muthal 😂😂🤣 acha sory	0
oh kon log ooo tusii jahill andhay baysharam baigairat dallay haramkhor badzat  yahoodi agent	2
 english stream ki link hai?	1
bloody motherfucker timewaster bhenchodo se pay hota nhi h aa jate hain muh utha k apni ma bahan chudwane time wasters sb dur raho jo pay krega wo hi message kre	4
if charsi means stunning for you, then yes!	1
chutiye kaagaz nhi dikhane caa mein😂😂 charsi.	0
just like jb dey ka skin jala tha wo nhi dikhaya. ya jb asim ko chukla ne pakad ke injure kia tha chest pe wo nhi dikhaya.    editing ka baap.  #bb13	1
yaar gill sahab aap esi baatain mat kia karo...aap ke leader ki source of income kia hai? 22 saal ki so called aiyasi struggle main kitne din jail gaya hai? charsi, zaani, or gay wo khud hai bete yahoodi hain or baatain aap karte ho bari bari....	2
sahi baat ha phattu harami han ya.	2
pislam me media ka estemal kerna haram hai  halala ki paidais	2
 lkin hazaar saal kon jeet sakta hay...lagta hay duao ki coating k andar badduae day rahay😂	1
lagta hai danish ki trah apke khawab main abba nahi atay....warna shyd kuch sharam dilaa detay wo....congrts for the award #merepasstumho	1
#pashtunsstandwithmanzoor  gul marjan sab da hash tag rawan day 	1
comment section mein bhaunk tu raha tha har gali khane wala kam bhi to nahin kiya hai samjha chutiye	0
abe b & d tu sirf barking karta ya biting bhi karta. matlab do you chat-ta only or you khata bhi hai. 	0
hareem shah aik wahid trend ha jo har thory din ke bad twitter trends ki zeenat banta ha wah hareem shah wah. mujhe lagta ha ke qandeel baloch ki tarha ab hareem shah ka akhari waqt a gaya ha ku ke wo bhi mufti qavi ke pass paunch gai ha    #hareemshah	3
bilkul bhenchod	0
rt : kyl*e randi pls redistribute your wealth please bhadwi	3
#mediastayunbiased pakistaniyn ab gharon ki sifai k liye bikao media safi rakh lo... landa bazar me media assan rate par bikna sharo...	0
abey saalay .. maaf karna galti mai idr udr sy nikal jaata hai tweet 😂😂	0
angrezi main thora hath tang hai warna teri maa chod deta pakar ke	0
just tell him iss main uss ka ghata aap ka kuch nai jata😂	1
   wo mehngy hoty kbhi kro to pata chly na😂	1
family me kisi bachay ne 1st position le li to azaab ham jese mediocre bachon pe ajata hai :(	1
lekin kuttay phir bhi bhonkte rahenge or karwan chlta rahega.	0
lanti yahoodi khan or yahodiye like youthiye lakh di lanat in ki shaklon pr	2
