production_candidate_id,batch_number,sample_index,class_id,target_label,generation_seed,demonstration_seed,prompt_version,prompting_strategy,demonstration_source,demonstration_pool_size,demo_1,demo_2,demo_3,demo_4,generated_text
class4_batch001_sample030018,1,30018,4,Profane,431018,435018,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,nazar lag gayi bhenchod fuck this i knew it would never last,neend aa rhi h bc main sone jaa rhi hu 😂,bhenchod what a goal!,bc 40 rupees karaya kar diya hai is se acha to banda uber ya cream karwa laye 😏😏😏,mjhy pata nhi ye kya hota h
class4_batch001_sample030019,1,30019,4,Profane,431019,435019,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,code bhee saaf karna hai abheeee bc,pubg lover hath toota howa hai phir b pubg nhai chorni bc😂😂😂,neend aa rhi h bc main sone jaa rhi hu 😂,rt : birthday wali feel hi nai arahi bhenchod,ye 6000 ki tarah nhi pata 6000 ka
class4_batch001_sample030020,1,30020,4,Profane,431020,435020,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,mere pas tum ho ny to puray saal ka rula dia bhenchod,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",i hate ors bhenchod,mera bhi yaar bhai...jindgi jhand ho gya hai bhenchodv 3 t20 me 300 rupya haar gye....,i am just a charsi ki nasal
class4_batch001_sample030021,1,30021,4,Profane,431021,435021,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,why can’t i multitask???? i’m 22 fucking years old and i still dont know how to multitask bhenchod,code bhee saaf karna hai abheeee bc,dil sumbhal ja zra bhenchod,mera bhi yaar bhai...jindgi jhand ho gya hai bhenchodv 3 t20 me 300 rupya haar gye....,ye hi tu dikh li thi
class4_batch001_sample030022,1,30022,4,Profane,431022,435022,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,kyaaaa musibbaattt ha yr sara mood khraab kr diya ha bc,ajeeeeb bc 😒😂,why can’t i multitask???? i’m 22 fucking years old and i still dont know how to multitask bhenchod,bhenchod what a goal!,mashallah tumhari chutiya ka yaar sochta hai?
class4_batch001_sample030023,1,30023,4,Profane,431023,435023,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,"rt : yaar magar wifi bandh na karna, missile vissile daal do koi dikkat nahi, magar internet chahiye bc",rt : kisi ko bhulnay k liye ussay yaad karna parta hai. aur idhr bhenchod yaad hi ati rehti hai bus,i hate ors bhenchod,code bhee saaf karna hai abheeee bc,ye gandu pata nhi apni ammi ko paida kiya tha
class4_batch001_sample030024,1,30024,4,Profane,431024,435024,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : birthday wali feel hi nai arahi bhenchod,slept for only 4 hours last night bc match daikhty daikhty girny wala hua wa hun,mera bhi yaar bhai...jindgi jhand ho gya hai bhenchodv 3 t20 me 300 rupya haar gye....,bhenchod aaj sirf roneka mann kar raha hai,charsi koi to nae apni maa ki gand ko dhoo kr lgta hai bhenchod
class4_batch001_sample030025,1,30025,4,Profane,431025,435025,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod kahan phass gaya hoon,rt : bhenchod graph paper pe eraser use karo toh graph paper hi gayab ho jaata hai,main 5'8 ke sath bh chota lgta hn bc😶😑😑😑,2 years ago i asked my father for my own car. so he said “hbl car loan se lelo” bc itni khajal khawari keh tang akar i bought used honda civic. and mine is way better than new honda city. or sashky apny,😂😂😂 yeh hmari life kaha lag rha hai.
class4_batch001_sample030026,1,30026,4,Profane,431026,435026,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bauhat sardi hai bc,mere pas tum ho ny to puray saal ka rula dia bhenchod,main 5'8 ke sath bh chota lgta hn bc😶😑😑😑,rt : birthday wali feel hi nai arahi bhenchod,aisi baat kya thi jo tere jaisa lagti thi bhenchod
class4_batch001_sample030027,1,30027,4,Profane,431027,435027,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod kya hai ye sb,rt : asa kon ludo khelta hi bc ....😇,fuck man. the pain is traveling. bhenchod ye naya e corridor khul gya hai.,rt : bhenchod graph paper pe eraser use karo toh graph paper hi gayab ho jaata hai,rt : i'm so fucking tired of this shit
class4_batch001_sample030028,1,30028,4,Profane,431028,435028,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,2 years ago i asked my father for my own car. so he said “hbl car loan se lelo” bc itni khajal khawari keh tang akar i bought used honda civic. and mine is way better than new honda city. or sashky apny,dil sumbhal ja zra bhenchod,i hate ors bhenchod,bc bb khatm ho gya but i cant move on,rt : 2019 mein tera naam na milega
class4_batch001_sample030029,1,30029,4,Profane,431029,435029,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : bhenchod graph paper pe eraser use karo toh graph paper hi gayab ho jaata hai,bhenchod parhna hai. par dimaagh ijazat nahi deta. ajeeb chutiyapa hai ye.,bhenchod syllabus kuch aur..aur padhke kuch aur gaya.,dil sumbhal ja zra bhenchod,rt : tu mard hi nahi thaaa kya.
class4_batch001_sample030030,1,30030,4,Profane,431030,435030,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod parhna hai. par dimaagh ijazat nahi deta. ajeeb chutiyapa hai ye.,rt : birthday wali feel hi nai arahi bhenchod,my entire neighborhood is making weird sounds bhenchod shaddi hai kya,fuck man. the pain is traveling. bhenchod ye naya e corridor khul gya hai.,abe bhenchod tu mazaq kar rha tha yaar
class4_batch001_sample030031,1,30031,4,Profane,431031,435031,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,kyaaaa musibbaattt ha yr sara mood khraab kr diya ha bc,main 5'8 ke sath bh chota lgta hn bc😶😑😑😑,bhenchod exams uff,code bhee saaf karna hai abheeee bc,nahi nhi hain bc
class4_batch001_sample030032,1,30032,4,Profane,431032,435032,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",ajeeeeb bc 😒😂,bhenchod parhna hai. par dimaagh ijazat nahi deta. ajeeb chutiyapa hai ye.,bauhat sardi hai bc,aby ye kya hota hai bc?
class4_batch001_sample030033,1,30033,4,Profane,431033,435033,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,2 years ago i asked my father for my own car. so he said “hbl car loan se lelo” bc itni khajal khawari keh tang akar i bought used honda civic. and mine is way better than new honda city. or sashky apny,nazar lag gayi bhenchod fuck this i knew it would never last,kyaaaa musibbaattt ha yr sara mood khraab kr diya ha bc,bhenchod syllabus kuch aur..aur padhke kuch aur gaya.,oho bhai wo 100% ha mera dna tha ye pata nhi kbhi nae kiya ha
class4_batch001_sample030034,1,30034,4,Profane,431034,435034,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod what a goal!,rt : bhenchod graph paper pe eraser use karo toh graph paper hi gayab ho jaata hai,ajeeeeb bc 😒😂,naak bandd ho gya bc.,mtlb bc sab dekh lo apna charsi
class4_batch001_sample030035,1,30035,4,Profane,431035,435035,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bc bb khatm ho gya but i cant move on,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",i hate ors bhenchod,neend aa rhi h bc main sone jaa rhi hu 😂,rt :   tere baap ki aulad hai bc
class4_batch001_sample030036,1,30036,4,Profane,431036,435036,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,my entire neighborhood is making weird sounds bhenchod shaddi hai kya,bhenchod parhna hai. par dimaagh ijazat nahi deta. ajeeb chutiyapa hai ye.,bhenchod aaj sirf roneka mann kar raha hai,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",yeh kya baat hai bc
class4_batch001_sample030037,1,30037,4,Profane,431037,435037,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bc bb khatm ho gya but i cant move on,rt : asa kon ludo khelta hi bc ....😇,inn coaching vaalou ko kaise pta chal jaata hai mera result bhenchod.,dil sumbhal ja zra bhenchod,teri ma ki phudi bhonk lia tha bhenchod
class4_batch001_sample030038,1,30038,4,Profane,431038,435038,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : birthday wali feel hi nai arahi bhenchod,rt : fariha without fa is riha and  riha kerdo koi bhenchod is zindagi se,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.","rt : yaar magar wifi bandh na karna, missile vissile daal do koi dikkat nahi, magar internet chahiye bc",rt : chutiya apna mc pata hai?
class4_batch001_sample030039,1,30039,4,Profane,431039,435039,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,pubg lover hath toota howa hai phir b pubg nhai chorni bc😂😂😂,main 5'8 ke sath bh chota lgta hn bc😶😑😑😑,rona araha hai bhenchod why am i such a clown why am i so unimportant,dil sumbhal ja zra bhenchod,pata nahi koi insaaf ka maqsad ha bc
class4_batch001_sample030040,1,30040,4,Profane,431040,435040,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : bhenchod graph paper pe eraser use karo toh graph paper hi gayab ho jaata hai,kyaaaa musibbaattt ha yr sara mood khraab kr diya ha bc,bhenchod aaj sirf roneka mann kar raha hai,bhenchod kahan phass gaya hoon,nhi na tu bharwe..
class4_batch001_sample030041,1,30041,4,Profane,431041,435041,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,i should've a bhenchod counter which will count the amount of times i've sad bhenchod,2 years ago i asked my father for my own car. so he said “hbl car loan se lelo” bc itni khajal khawari keh tang akar i bought used honda civic. and mine is way better than new honda city. or sashky apny,my entire neighborhood is making weird sounds bhenchod shaddi hai kya,bhenchod mairi thand se phatt rahi hai,bc jis ny tumhein kaha nae tha ye kya kiye ho
class4_batch001_sample030042,1,30042,4,Profane,431042,435042,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,nazar lag gayi bhenchod fuck this i knew it would never last,bc bb khatm ho gya but i cant move on,kyaaaa musibbaattt ha yr sara mood khraab kr diya ha bc,why can’t i multitask???? i’m 22 fucking years old and i still dont know how to multitask bhenchod,hahaha kuch nae bola bhenchod
class4_batch001_sample030043,1,30043,4,Profane,431043,435043,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod aaj sirf roneka mann kar raha hai,bhenchod parhna hai. par dimaagh ijazat nahi deta. ajeeb chutiyapa hai ye.,naak bandd ho gya bc.,bc 40 rupees karaya kar diya hai is se acha to banda uber ya cream karwa laye 😏😏😏,ye mc kia jahil aadmi ha
class4_batch001_sample030044,1,30044,4,Profane,431044,435044,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : asa kon ludo khelta hi bc ....😇,rt : bhenchod graph paper pe eraser use karo toh graph paper hi gayab ho jaata hai,inn coaching vaalou ko kaise pta chal jaata hai mera result bhenchod.,mere pas tum ho ny to puray saal ka rula dia bhenchod,kutto ke bachey kutte jaisi behn kahin nhi dete ye jo gandu kaha kar rahe
class4_batch001_sample030045,1,30045,4,Profane,431045,435045,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,pubg lover hath toota howa hai phir b pubg nhai chorni bc😂😂😂,bhenchod kahan phass gaya hoon,bhenchod syllabus kuch aur..aur padhke kuch aur gaya.,rona araha hai bhenchod why am i such a clown why am i so unimportant,mc ki nasal khol jata hai yaar
class4_batch001_sample030046,1,30046,4,Profane,431046,435046,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,2 years ago i asked my father for my own car. so he said “hbl car loan se lelo” bc itni khajal khawari keh tang akar i bought used honda civic. and mine is way better than new honda city. or sashky apny,naak bandd ho gya bc.,bhenchod mairi thand se phatt rahi hai,code bhee saaf karna hai abheeee bc,bhag jao bc
class4_batch001_sample030047,1,30047,4,Profane,431047,435047,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,fuck man. the pain is traveling. bhenchod ye naya e corridor khul gya hai.,2 years ago i asked my father for my own car. so he said “hbl car loan se lelo” bc itni khajal khawari keh tang akar i bought used honda civic. and mine is way better than new honda city. or sashky apny,inn coaching vaalou ko kaise pta chal jaata hai mera result bhenchod.,rt : asa kon ludo khelta hi bc ....😇,bhenchod mein apna khao ga
class4_batch001_sample030048,1,30048,4,Profane,431048,435048,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : fariha without fa is riha and  riha kerdo koi bhenchod is zindagi se,bhenchod aaj sirf roneka mann kar raha hai,mera bhi yaar bhai...jindgi jhand ho gya hai bhenchodv 3 t20 me 300 rupya haar gye....,rt : asa kon ludo khelta hi bc ....😇,rt : bhenchod ek baat samne mat lein..
class4_batch001_sample030049,1,30049,4,Profane,431049,435049,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,ajeeeeb bc 😒😂,nazar lag gayi bhenchod fuck this i knew it would never last,bhenchod mairi thand se phatt rahi hai,2 years ago i asked my father for my own car. so he said “hbl car loan se lelo” bc itni khajal khawari keh tang akar i bought used honda civic. and mine is way better than new honda city. or sashky apny,bc ye logon ki shakal dekh kar dikha rhi hain
class4_batch001_sample030050,1,30050,4,Profane,431050,435050,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod parhna hai. par dimaagh ijazat nahi deta. ajeeb chutiyapa hai ye.,"rt : koi physics samjha de bhenchod,,,,",bhenchod kya hai ye sb,naak bandd ho gya bc.,rt : abb bahar jaao na bhenchod
class4_batch001_sample030051,1,30051,4,Profane,431051,435051,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,inn coaching vaalou ko kaise pta chal jaata hai mera result bhenchod.,rt : kisi ko bhulnay k liye ussay yaad karna parta hai. aur idhr bhenchod yaad hi ati rehti hai bus,"tm jao ma ni ja rha, pehly he adhi zindagi saffr mein guzr gai bc meri.",i hate ors bhenchod,bhenchod. apne baap ki tarah.
class4_batch001_sample030052,1,30052,4,Profane,431052,435052,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,mera bhi yaar bhai...jindgi jhand ho gya hai bhenchodv 3 t20 me 300 rupya haar gye....,bhenchod kahan phass gaya hoon,bauhat sardi hai bc,my entire neighborhood is making weird sounds bhenchod shaddi hai kya,meri jaldi ni milti maa chodta hae
class4_batch001_sample030053,1,30053,4,Profane,431053,435053,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,mera bhi yaar bhai...jindgi jhand ho gya hai bhenchodv 3 t20 me 300 rupya haar gye....,2 years ago i asked my father for my own car. so he said “hbl car loan se lelo” bc itni khajal khawari keh tang akar i bought used honda civic. and mine is way better than new honda city. or sashky apny,dil sumbhal ja zra bhenchod,rt : birthday wali feel hi nai arahi bhenchod,rt : koi chahiye tha bhenchod
class4_batch001_sample030054,1,30054,4,Profane,431054,435054,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,dil sumbhal ja zra bhenchod,bhenchod aaj sirf roneka mann kar raha hai,rt : kisi ko bhulnay k liye ussay yaad karna parta hai. aur idhr bhenchod yaad hi ati rehti hai bus,mere pas tum ho ny to puray saal ka rula dia bhenchod,mtlb jb yahi sochta hoon ki kya ye baat na thi to maine tere ghar se dikha diya..!
class4_batch001_sample030055,1,30055,4,Profane,431055,435055,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,slept for only 4 hours last night bc match daikhty daikhty girny wala hua wa hun,bhenchod mairi thand se phatt rahi hai,mere pas tum ho ny to puray saal ka rula dia bhenchod,i hate ors bhenchod,rt : bhenchod kbhi sone ki chudai krte hain
class4_batch001_sample030056,1,30056,4,Profane,431056,435056,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,code bhee saaf karna hai abheeee bc,neend aa rhi h bc main sone jaa rhi hu 😂,i hate ors bhenchod,nazar lag gayi bhenchod fuck this i knew it would never last,rt : bc sabse lambi chutiya
class4_batch001_sample030057,1,30057,4,Profane,431057,435057,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,naak bandd ho gya bc.,nazar lag gayi bhenchod fuck this i knew it would never last,fuck man. the pain is traveling. bhenchod ye naya e corridor khul gya hai.,bhenchod aaj sirf roneka mann kar raha hai,mc tu bahir betha hy. 😑
class4_batch001_sample030058,1,30058,4,Profane,431058,435058,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,rt : fariha without fa is riha and  riha kerdo koi bhenchod is zindagi se,bc 40 rupees karaya kar diya hai is se acha to banda uber ya cream karwa laye 😏😏😏,fuck man. the pain is traveling. bhenchod ye naya e corridor khul gya hai.,"rt : yaar magar wifi bandh na karna, missile vissile daal do koi dikkat nahi, magar internet chahiye bc",rt : ye harami lanti bakwas kiya raha hai
class4_batch001_sample030059,1,30059,4,Profane,431059,435059,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,"rt : yaar magar wifi bandh na karna, missile vissile daal do koi dikkat nahi, magar internet chahiye bc",mera bhi yaar bhai...jindgi jhand ho gya hai bhenchodv 3 t20 me 300 rupya haar gye....,bc 40 rupees karaya kar diya hai is se acha to banda uber ya cream karwa laye 😏😏😏,naak bandd ho gya bc.,lahore ka haqiqat yeh hai ki ajeeb saari zameen hi aisi hai jo apni taraf hi khush hai bc
class4_batch001_sample030060,1,30060,4,Profane,431060,435060,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,pubg lover hath toota howa hai phir b pubg nhai chorni bc😂😂😂,ajeeeeb bc 😒😂,2 years ago i asked my father for my own car. so he said “hbl car loan se lelo” bc itni khajal khawari keh tang akar i bought used honda civic. and mine is way better than new honda city. or sashky apny,inn coaching vaalou ko kaise pta chal jaata hai mera result bhenchod.,bs meri bat karu na ma ny bhi ye hi kr diya tha
class4_batch001_sample030061,1,30061,4,Profane,431061,435061,v3_original_demo_boundary_prompt,4-shot random authentic same-class,Shortlisted authentic RUHSOLD Profane examples,40,bhenchod what a goal!,naak bandd ho gya bc.,bhenchod bht kutti haaalat huwe we he bhai,mera bhi yaar bhai...jindgi jhand ho gya hai bhenchodv 3 t20 me 300 rupya haar gye....,ye randi ka beta saali
